             -1      0.0123283
         -0.975      0.0129364
          -0.95      0.0135887
         -0.925      0.0142892
           -0.9      0.0150425
         -0.875      0.0158538
          -0.85      0.0167286
         -0.825      0.0176734
           -0.8      0.0186952
         -0.775      0.0198019
          -0.75      0.0210023
         -0.725      0.0223063
           -0.7      0.0237251
         -0.675      0.0252711
          -0.65      0.0269582
         -0.625      0.0288021
           -0.6      0.0308206
         -0.575      0.0330335
          -0.55       0.035463
         -0.525      0.0381345
           -0.5      0.0410761
         -0.475      0.0443198
          -0.45      0.0479014
         -0.425      0.0518613
           -0.4      0.0562446
         -0.375      0.0611024
          -0.35      0.0664917
         -0.325      0.0724763
           -0.3      0.0791277
         -0.275      0.0865255
          -0.25      0.0947582
         -0.225       0.103924
           -0.2       0.114132
         -0.175       0.125501
          -0.15       0.138161
         -0.125       0.152256
           -0.1       0.167939
         -0.075       0.185375
          -0.05       0.204739
         -0.025       0.226217
    6.03684e-16           0.25
          0.025       0.276283
           0.05        0.30526
          0.075       0.337123
            0.1       0.372047
          0.125       0.410191
           0.15       0.451679
          0.175       0.496597
            0.2       0.544972
          0.225       0.596762
           0.25       0.651835
          0.275       0.709955
            0.3       0.770763
          0.325       0.833758
           0.35        0.89828
          0.375       0.963506
            0.4        1.02843
          0.425        1.09188
           0.45         1.1525
          0.475        1.20882
            0.5        1.25923
          0.525        1.30209
           0.55        1.33577
          0.575        1.35873
            0.6        1.36966
          0.625        1.36755
           0.65        1.35184
          0.675        1.32255
            0.7        1.28035
          0.725        1.22667
           0.75        1.16377
          0.775        1.09465
            0.8        1.02304
          0.825       0.953222
           0.85       0.889751
          0.875       0.837173
            0.9       0.799614
          0.925       0.780355
           0.95       0.781407
          0.975       0.803135
              1       0.843997
          1.025       0.900449
           1.05       0.967067
          1.075        1.03693
            1.1        1.10226
          1.125        1.15526
           1.15        1.18913
          1.175        1.19911
            1.2        1.18332
          1.225         1.1434
           1.25         1.0846
          1.275        1.01538
            1.3       0.946344
          1.325       0.888681
           1.35       0.852299
          1.375       0.843898
            1.4       0.865432
          1.425       0.913287
           1.45         0.9785
          1.475        1.04812
            1.5        1.10763
          1.525        1.14397
           1.55        1.14865
          1.575         1.1201
            1.6        1.06459
          1.625       0.995335
           1.65       0.929613
          1.675       0.884563
            1.7       0.872507
          1.725       0.897162
           1.75       0.951942
          1.775        1.02117
            1.8        1.08416
          1.825        1.12136
           1.85        1.12062
          1.875        1.08172
            1.9        1.01721
          1.925       0.948938
           1.95       0.900859
          1.975       0.890518
              2       0.922102
          2.025       0.984025
           2.05         1.0525
          2.075        1.10032
            2.1        1.10779
          2.125        1.07137
           2.15        1.00617
          2.175       0.940346
            2.2       0.903214
          2.225       0.911931
           2.25       0.962798
          2.275        1.03192
            2.3        1.08582
          2.325        1.09757
           2.35        1.06086
          2.375       0.994286
            2.4       0.932744
          2.425         0.9094
           2.45       0.937336
          2.475        1.00124
            2.5        1.06485
          2.525        1.09109
           2.55        1.06412
          2.575       0.999868
            2.6       0.937635
          2.625       0.916442
           2.65       0.950057
          2.675        1.01694
            2.7          1.073
          2.725        1.08041
           2.75        1.03378
          2.775       0.965293
            2.8       0.923367
          2.825       0.938354
           2.85       0.999546
          2.875        1.06156
            2.9        1.07739
          2.925        1.03461
           2.95       0.966377
          2.975       0.926781
              3       0.947899
          3.025        1.01267
           3.05        1.06734
          3.075        1.06563
            3.1        1.00875
          3.125       0.946003
           3.15       0.932826
          3.175       0.981212
            3.2        1.04733
          3.225        1.07018
           3.25        1.02818
          3.275       0.960984
            3.3       0.933224
          3.325       0.972127
           3.35        1.03937
          3.375        1.06752
            3.4         1.0278
          3.425       0.960954
           3.45       0.936729
          3.475       0.980872
            3.5        1.04621
          3.525        1.06179
           3.55        1.01033
          3.575       0.949005
            3.6       0.946973
          3.625        1.00667
           3.65        1.05917
          3.675        1.04295
            3.7       0.977092
          3.725       0.940494
           3.75        0.97762
          3.775        1.04298
            3.8        1.05536
          3.825       0.999106
           3.85       0.945651
          3.875        0.96376
            3.9        1.02995
          3.925        1.05716
           3.95        1.00913
          3.975       0.950381
              4       0.960808
