              4       0.652376
              8       0.651931
             16       0.651856
             32        0.65184
             64       0.651836
            128       0.651835
            256       0.651835
            512       0.651835
           1024       0.651835
           2048       0.651835
           4096       0.651835
           8192       0.651835
